상호명,도로명주소,업종,전화번호,경도,위도
땡초불닭발엽기떡볶이동백점,"경기 용인시 기흥구 동백5로 23, 104호 (중동,동백명진프라자)",일반휴게음식 - 일반한식,031-285-8595,127.1522743,37.276456
아름다운피부관리,경기 용인시 기흥구 동백죽전대로527번길 100-39 지하1층 B02호 (중동),보건위생 - 피부미용실,031-285-1227,127.1413807,37.2834171
그린어쓰주식회사(GREEN EARTH),"경기 용인시 기흥구 동백중앙로 225-6 (중동,쥬네브스타월드제가동2층241호)",음료식품 - 기타음료식품,070-7745-5064,127.1503072,37.2740046
크린토피아 동백시티프라자점,"경기 용인시 기흥구 동백중앙로 191 (중동,씨티프라자) 104",수리서비스 - 세탁소,031-282-3595,127.1529686,37.270893
윤선생숯불닭갈비,경기 용인시 기흥구 동백5로 21-8 109호 동백지스타 (중동),일반휴게음식 - 일반한식,031-3004-4006,127.1528962,37.2770937
어린이 전집 할인매장(책마루),"경기 용인시 기흥구 어정로 134-8, 가동 8호 (중동)",회원제형태 - 서적,031-286-5006,127.1451114,37.2749444
선함의원(에스큐랩.SQ Lab),경기 용인시 기흥구 동백중앙로 53-21 (중동),의원 - 의원,070-9276-6890,127.1602385,37.260392
드림디포 용인중동점,"경기 용인시 기흥구 동백3로11번길 18, 2층 2, 3호 로뎀빌딩 (중동)",서적문구 - 문구용품,031-8005-8355,127.1526165,37.2706227
대원칸타빌레음악학원,"경기 용인시 기흥구 동백2로 39 (중동,어은목마을대원칸타빌상가동 204호,205호)",학원 - 예?체능계학원,031-693-0535,127.1574496,37.2689206
밀밭,"경기 용인시 기흥구 동백중앙로 199 106호 (중동,동백에이스프라자)",일반휴게음식 - 일반한식,031-8003-2321,127.152086,37.2712993
그라프,"경기 용인시 기흥구 평촌3로 26, 1층 (중동)",일반휴게음식 - 서양음식,031-286-0508,127.1527173,37.2793701
에코음악학원,"경기 용인시 기흥구 동백죽전대로527번길 80 (중동,어정마을롯데캐슬에코1단지상가동201호)",학원 - 예?체능계학원,031-282-7999,127.1449619,37.2834995
이피엘영어학원,"경기 용인시 기흥구 동백중앙로 175, 202호 우함빌딩 (중동)",회원제형태 - 학원,031-8005-7905,127.1541845,37.2699794
정관장동백중동점,"경기 용인시 기흥구 동백중앙로 265, 1층 110호 더엠상가 (중동)",건강식품 - 홍삼제품,031-281-3373,127.1526482,37.2763622
가구장터,경기 용인시 기흥구 언동로 213 (중동),가구 - 일반가구,031-287-8733,127.1441205,37.2769135
동백금거래소,"경기 용인시 기흥구 동백중앙로 237, 125호 (중동)쥬네브스타월드가동",신변잡화 - 귀금속,031-679-0043,127.150587,37.2745443
동백스크린골프,"경기 용인시 기흥구 동백죽전대로 371, 2층 (중동)",회원제형태 - 레져업소,031-274-0400,127.1485818,37.2731598
프로칸잉글리쉬학원,"경기 용인시 기흥구 동백중앙로 283, 5층 B-508호 (중동,골드프라자)",학원 - 보습학원,031-304-5185,127.1534754,37.2780227
위즈헤어,"경기 용인시 기흥구 동백3로11번길 12, 125(중동,브릭스타워)",보건위생 - 미용원,031-263-2943,127.1531144,37.2701498
깐부치킨동백점,"경기 용인시 기흥구 동백중앙로 283 (중동골드프라자C동125,126호)",일반휴게음식 - 스넥,031-8006-2092,127.1534754,37.2780227
명장숯불직화꼬치구이,"경기 용인시 기흥구 동백중앙로 283 (중동,골드프라자B-107)",일반휴게음식 - 일반한식,031-284-8527,127.1534754,37.2780227
베스톤의원,"경기 용인시 기흥구 동백중앙로 283 (중동,골드프라자)B동401~402호",의원 - 의원,031-286-6608,127.1534754,37.2780227
수제막창,"경기 용인시 기흥구 동백3로11번길 12 147호 (중동,브릭스타워)",일반휴게음식 - 일반한식,031-889-2339,127.1531144,37.2701498
제로샵(ZERO #),"경기 용인시 기흥구 언동로217번길 6, 201호(중동)",의류 - 정장,070-4251-7090,127.1445305,37.2764879
요요B&B,"경기 용인시 기흥구 동백중앙로16번길 16-4, 1동9층905호(중동,에이스동백타워)",신변잡화 - 기타잡화,070-8638-7787,127.1651049,37.2562978
명예의전당 스크린골프,"경기 용인시 기흥구 동백중앙로 193 901 (중동,동창프라자,901호~902호)",회원제형태 - 레져업소,,127.1526419,37.2711192
캘러웨이스포츠,"경기 용인시 기흥구 동백5로 21-11 (중동,동백훼미리프라자7층702-710호)",회원제형태 - 레져업소,031-285-8272,127.1526181,37.2774675
토브에듀케이션,경기 용인시 기흥구 동백1로29번길 8 (중동),서적문구 - 출판 및 인쇄물,031-719-1193,127.1597804,37.2655496
에이치스튜디오,경기 용인시 기흥구 어정로 134-24 106호 (중동),회원제형태 - 레져업소,070-4156-7886,127.1466894,37.2749777
유디치과,"경기 용인시 기흥구 동백중앙로 199 (중동,동백에이스프라자상가6층603)",의원 - 치과의원,031-287-4554,127.152086,37.2712993
우리동네정육점,경기 용인시 기흥구 동백죽전대로527번길 100-1 105호 유성빌딩 (중동),음료식품 - 정육점,070-8851-1770,127.1437972,37.2809156
금경유리와샷시,경기 용인시 기흥구 언동로125번길 64 (중동),건축자재 - 유리,031-274-7614,127.1427105,37.2861146
닥터펌,"경기 용인시 기흥구 동백죽전대로527번길 80 117-2103 (중동,롯데캐슬에코)",회원제형태 - 기타1,070-4226-3369,127.1449619,37.2834995
선데이옵티컬(SUNDAY OPTICAL),"경기 용인시 기흥구 동백중앙로 191,8층 118호 (중동,씨티프라자)",보건위생 - 안경,,127.1529686,37.270893
소망엘이디,"경기 용인시 기흥구 동백중앙로 225-6 B120호 (중동,쥬네브스타월드빌딩)",회원제형태 - 기타4,070-8745-4500,127.1503072,37.2740046
키즈카팩토리,"경기 용인시 기흥구 동백중앙로 237 (중동,쥬네브스타월드제비101호)",서적문구 - 완구점,031-679-0922,127.150587,37.2745443
라온피아노음악학원,경기 용인시 기흥구 동백6로 39 2층 용인동백우체국 (중동),학원 - 예?체능계학원,031-404-8871,127.1556225,37.2773541
앨런앤헤일리 로스팅하우스,경기 용인시 기흥구 평촌3로 30 (중동),일반휴게음식 - 서양음식,031-283-8264,127.1530715,37.2791415
노리아이,"경기 용인시 기흥구 동백중앙로 203,502호(중동)",학원 - 예?체능계학원,070-7694-7075,127.1517625,37.2715028
군토,"경기 용인시 기흥구 어정로 139, B동 107,108호(중동, 라비스타상가)",레져용품 - 스포츠?레져용품,031-322-8055,127.1452495,37.2758571
지스타주차장,"경기 용인시 기흥구 동백5로 21-8 지스타프라자지하 (중동101,지하201,301,401호",자동차정비 유지 - 주차장,,127.1528962,37.2770937
더힐링푸드,경기 용인시 기흥구 동백중앙로16번길 16-25 대우프론티어밸리아파트형공장1단지B01호 (중동),일반휴게음식 - 일반한식,031-8201-3661,127.1678891,37.2568842
모마미술교습소,"경기 용인시 기흥구 동백중앙로 75 (중동,초당마을현진에버빌)201",학원 - 예?체능계학원,031-283-4595,127.1603807,37.2625565
간이역,"경기 용인시 기흥구 동백3로11번길 12 126호 (중동,브릭스타워)",일반휴게음식 - 일반한식,031-281-2900,127.1531144,37.2701498
어반블루(URBAN BLUE),"경기 용인시 기흥구 동백5로 17 303 (중동,동백레이크시티프라자)",일반휴게음식 - 일반한식,031-283-6344,127.1518355,37.2767209
이순영언어발달센터,"경기 용인시 기흥구 어정로 139,A동 301,302호 (중동)",보건위생 - 기타대인서비스,031-286-5075,127.1452495,37.2758571
참숯꼬치삼매경,"경기 용인시 기흥구 동백중앙로 221 (중동,지젤레이크타워)108,109호",일반휴게음식 - 일반한식,031-287-7372,127.1505286,37.2731407
들꽃,경기 용인시 기흥구 동백4로 12 103호 (중동),문화.취미 - 화원,031-285-4003,127.1523128,37.2709916
고베소 동백본점,"경기 용인시 기흥구 동백중앙로16번길 16-4,2동 B102호 (중동,에이스동백타워)",일반휴게음식 - 일반한식,031-334-2019,127.1651049,37.2562978
주아미,"경기 용인시 기흥구 동백중앙로 191,127호 (중동,씨티프라자)",용역 서비스 - 종합용역,070-7538-6177,127.1529686,37.270893
오징어매니아,"경기 용인시 기흥구 동백중앙로 273 (중동,동백훼미리프라자ll106호)",일반휴게음식 - 일반한식,031-274-1215,127.1534814,37.2770259
주식회사썬렌트카,"경기 용인시 기흥구 동백중앙로 225-6,가동 174호(중동,쥬네브스타월드빌딩)",여행 - 렌터카,031-338-5288,127.1503072,37.2740046
파머빈스(Farmer Beans),경기 용인시 기흥구 동백중앙로 225-6 쥬네브스타월드빌딩창업지원센터B130호 (중동),음료식품 - 기타음료식품,031-693-9888,127.1503072,37.2740046
아모레카운셀러,경기 용인시 기흥구 동백중앙로 273 동백훼미리프라자II 501(중동),보건위생 - 화장품,031-285-5338,127.1534814,37.2770259
감로옥,경기 용인시 기흥구 언동로 221 1층 (중동),일반휴게음식 - 일반한식,031-274-3435,127.1444659,37.2762044
육대장,경기 용인시 기흥구 중동 1042-11번지 1층,일반휴게음식 - 일반한식,031-285-6920,127.1614324,37.2612408
정관장경기동백중동점(신),경기 용인시 기흥구 동백중앙로 265 더엠상가 1층 110호 (중동),건강식품 - 홍삼제품,031-281-3373,127.1526482,37.2763622
아모레,"경기 용인시 기흥구 동백5로 21-11 16층 610호(중동, 동백훼미리프라자)",보건위생 - 화장품,031-285-5338,127.1526181,37.2774675
러너스어학원,"경기 용인시 기흥구 동백3로11번길 8-1, 601(중동,제일프라자)",회원제형태 - 학원,031-287-8610,127.1538906,37.2697607
부강종합디자인,"경기 용인시 기흥구 동백중앙로 225-6 나동 102호(중동, 쥬네브스타월드빌딩)",건축자재 - 인테리어전문,031-679-0543,127.1503072,37.2740046
(주)창성피에스,경기 용인시 기흥구 동백중앙로16번길 16-25 B01호(중동),일반휴게음식 - 위탁급식업,031-8021-3660,127.1678891,37.2568842
행복치킨동백점,"경기 용인시 기흥구 동백3로11번길 12 104호(중동, 브릭스타워)",일반휴게음식 - 주점,031-8005-9971,127.1531144,37.2701498
동백맵플러스학원,경기 용인시 기흥구 동백3로11번길 8 동백브이타운 402호(중동),회원제형태 - 학원,031-693-5060,127.1535981,37.2696143
기로연,경기 용인시 기흥구 동백중앙로 269 103호(중동),음료식품 - 제과점,031-274-1955,127.1530911,37.2767024
아모레,경기 용인시 기흥구 중동 830-2번지 훼미리프라자 2건물 5층 아모레,보건위생 - 화장품,031-285-5338,127.1533791,37.2770306
아모레카운셀러,경기 용인시 기흥구 중동 830-2번지 훼미리프라자 2건물 5층 아모레,보건위생 - 화장품,031-285-5338,127.1533791,37.2770306
리틀팍스용인동백어학원,"경기 용인시 기흥구 동백3로11번길 8-1,701호(중동,제일프라자)",학원 - 외국어학원,031-281-0579,127.1538906,37.2697607
아찌밥,"경기 용인시 기흥구 동백중앙로 177, 109호 (중동,동백CIEL-VUE오피스텔)",일반휴게음식 - 일반한식,070-4150-4883,127.1537815,37.2703098
행복한복지재단블리스빌,경기 용인시 기흥구 동백3로60번길 23-10 (중동),회원제형태 - 학원,031-285-5742,127.1600109,37.2717587
(주)창성피에스,경기 용인시 기흥구 동백중앙로16번길 16-25 B01호(중동),유통업 영리 - 편 의 점,031-8021-3636,127.1678891,37.2568842
(주)엔패스넷,"경기 용인시 기흥구 동백중앙로16번길 16-4 1-713(중동,에이스동백타워)",회원제형태 - 기타1,031-1577-6653,127.1651049,37.2562978
43도,경기 용인시 기흥구 동백5로 21-5 동백베스트빌오피스텔 203호(중동),일반휴게음식 - 일반한식,031-287-3346,127.1520766,37.2768943
라온스크린골프,경기 용인시 기흥구 어정로 134-24 4층(중동),회원제형태 - 레져업소,031-285-1872,127.1466894,37.2749777
오션당구클럽,"경기 용인시 기흥구 동백중앙로 267 302호(중동, 월드프라자)",레저업소 - 당 구 장,070-8699-5400,127.1524225,37.2766652
동백골프샵(KG종합상사),"경기 용인시 기흥구 어정로 134-24 A-202(중동,동백스포랜드2층)",레져용품 - 골프용품 전문점,031-215-1007,127.1466894,37.2749777
동백점담소사골순대,"경기 용인시 기흥구 동백중앙로 283 디동118,119호 (중동,골드프라자)",일반휴게음식 - 일반한식,031-282-1821,127.1534754,37.2780227
디자인커브,"경기 용인시 기흥구 동백중앙로 312 2105동 1401호(중동, 백현마을동일하이빌)",서적문구 - 문구용품,031-891-9854,127.1575365,37.278876
더빈스커피,"경기 용인시 기흥구 동백죽전대로 283 111-204 (중동,참솔마을월드메르디앙)",회원제형태 - 기타4,080-033-0005,127.1533786,37.2650881
대박통신,"경기 용인시 기흥구 동백중앙로 191 107호(중동, 씨티프라자)",사무통신 - 통신기기,031-284-8822,127.1529686,37.270893
온앤유,"경기 용인시 기흥구 동백중앙로 191 901호(중동, 씨티프라자)",학원 - 독서실,031-889-1602,127.1529686,37.270893
드래곤골프샵,"경기 용인시 기흥구 동백죽전대로 165 (중동,드래곤골프크럽)",레져용품 - 골프용품 전문점,031-286-0058,127.1612332,37.2574038
호양건설주식회사,경기 용인시 기흥구 어정로 139 라비스타디 202호(중동),건축자재 - 부동산 분양,055-367-1703,127.1452495,37.2758571
선함의원,"경기 용인시 기흥구 중동 1043-2 1,2,3,4층",의원 - 의원,070-8857-7902,127.160257,37.26039
에이피엠(APM),"경기 용인시 기흥구 동백중앙로 310 상가-101(중동,백현마을동일하이빌)",유통업 영리 - 편 의 점,031-285-8117,127.1564484,37.2791563
에버빌휘트니스,"경기 용인시 기흥구 동백중앙로 73 (중동,초당마을현진에버빌아파트문화센터1층)",회원제형태 - 레져업소,031-282-1884,127.159313,37.2624045
경기용인지역자활센터,"경기 용인시 기흥구 동백중앙로 191 603호(중동, 씨티프라자)",신변잡화 - 기타잡화,031-8005-8039,127.1529686,37.270893
강혜영정신건강의학과의원,"경기 용인시 기흥구 동백중앙로 265 304(중동,더엠빌딩3층)",의원 - 의원,031-286-7705,127.1526482,37.2763622
동백김샘학원,"경기 용인시 기흥구 동백중앙로 283 (중동,골드프라자B805-B806호)",회원제형태 - 학원,031-283-0178,127.1534754,37.2780227
동백쥬니어치과,"경기 용인시 기흥구 동백5로 21-11,4층 409호 (중동,동백훼미리프라자1)",의원 - 치과의원,031-285-7522,127.1526181,37.2774675
쭈꾸미할매,경기 용인시 기흥구 어정로 139 C동 105호 라비스타 (중동),일반휴게음식 - 일반한식,031-287-1577,127.1452495,37.2758571
